gene_name,PageRank0h,PageRank16h,Ratio
CCT4,0.000456757,0.000460506,1.01
SMC4,0.000147423,0.000148633,1.01
HSPE1,0.000343267,0.000346071,1.01
DHX36,0.000124234,0.000125248,1.01
CLIC4,0.000141303,0.000142453,1.01
SSRP1,0.000337481,0.000340227,1.01
NOTCH2,9.11E-05,9.19E-05,1.01
HNRNPK,0.000850273,0.000857174,1.01
KEAP1,0.000272611,0.000274815,1.01
KLHL20,0.000147011,0.000148199,1.01
CEP250,0.000453517,0.000457176,1.01
RSRC2,5.79E-05,5.84E-05,1.01
RANGAP1,0.00031106,0.000313561,1.01
PER1,0.000100223,0.000101029,1.01
RMND5A,0.000251899,0.00025392,1.01
CDK12,0.000150618,0.000151826,1.01
LATS1,0.000164751,0.00016607,1.01
PDZD11,3.94E-05,3.97E-05,1.01
RALGAPA1,4.51E-05,4.55E-05,1.01
VPS52,0.000167024,0.000168355,1.01
C1QBP,0.000479611,0.000483431,1.01
RBM45,8.64E-05,8.71E-05,1.01
UBQLN1,0.000427785,0.000431172,1.01
TARDBP,0.000794177,0.000800459,1.01
UBASH3B,0.000194544,0.000196082,1.01
FXR1,0.000444174,0.000447683,1.01
ETS2,7.84E-05,7.90E-05,1.01
TRIM32,0.000180142,0.000181557,1.01
FLCN,8.01E-05,8.07E-05,1.01
FAM96B,0.000156506,0.000157735,1.01
STARD7,7.34E-05,7.40E-05,1.01
ECHDC1,4.28E-05,4.31E-05,1.01
CD86,1.56E-05,1.57E-05,1.01
PSMD6,0.000282809,0.000284975,1.01
R3HDM1,2.96E-05,2.98E-05,1.01
RPN1,0.000397594,0.000400639,1.01
DHX8,0.000176633,0.000177983,1.01
SNRPA1,0.000352582,0.000355266,1.01
DNAJC1,5.96E-05,6.01E-05,1.01
AMFR,0.000253017,0.000254939,1.01
USP13,0.000112007,0.000112858,1.01
WDR48,0.000181895,0.000183274,1.01
TNPO3,0.000133914,0.000134927,1.01
CCDC58,6.28E-05,6.33E-05,1.01
TMED5,3.27E-05,3.29E-05,1.01
AFF4,8.91E-05,8.97E-05,1.01
AGPS,8.37E-05,8.44E-05,1.01
VGLL4,4.35E-05,4.39E-05,1.01
ARFGAP1,0.000177561,0.000178899,1.01
RBM3,0.000253468,0.000255375,1.01
SLC25A5,0.000457998,0.000461444,1.01
RUVBL1,0.000573156,0.000577459,1.01
HPRT1,0.000113678,0.000114525,1.01
MTG1,3.91E-05,3.94E-05,1.01
SPAG7,3.71E-05,3.74E-05,1.01
ALAD,7.21E-05,7.26E-05,1.01
RUVBL2,0.000634894,0.000639603,1.01
B4GALNT1,3.63E-05,3.66E-05,1.01
KCTD17,0.000137227,0.00013824,1.01
SUPV3L1,5.45E-05,5.49E-05,1.01
DYNLRB1,8.17E-05,8.23E-05,1.01
UPRT,4.24E-05,4.27E-05,1.01
API5,0.00028444,0.000286515,1.01
PRPF4B,0.000135196,0.000136177,1.01
PSMA5,0.00032453,0.000326882,1.01
ZNF598,0.000738909,0.000744264,1.01
MYD88,0.000160414,0.000161576,1.01
ZBTB9,7.52E-05,7.58E-05,1.01
NAPB,5.59E-05,5.63E-05,1.01
HOOK2,9.70E-05,9.77E-05,1.01
SEC24B,0.000192035,0.000193413,1.01
IL27RA,6.52E-05,6.57E-05,1.01
USP15,0.000446006,0.0004492,1.01
USP34,0.000121367,0.000122235,1.01
CLPTM1L,4.99E-05,5.03E-05,1.01
CDK7,0.000165196,0.00016637,1.01
VMP1,2.22E-05,2.24E-05,1.01
TBCE,6.16E-05,6.20E-05,1.01
PSMB2,0.000247764,0.000249519,1.01
COPS6,0.000541022,0.000544844,1.01
SART3,0.000328718,0.00033104,1.01
MEX3A,3.34E-05,3.37E-05,1.01
TMED4,6.80E-05,6.84E-05,1.01
COPS4,0.000251121,0.000252879,1.01
ASB3,0.000148969,0.00015001,1.01
EIF4A3,0.000586657,0.000590754,1.01
PI4KA,0.000108408,0.000109164,1.01
CCDC132,0.000135568,0.000136512,1.01
SREK1,0.000172851,0.000174053,1.01
PIN1,0.000439214,0.000442268,1.01
THOC7,0.000153283,0.000154346,1.01
MPG,0.00014238,0.000143363,1.01
CDK13,0.000126493,0.000127364,1.01
DAPP1,3.16E-05,3.18E-05,1.01
EZH2,0.001444843,0.001454787,1.01
PIH1D1,0.001414061,0.001423785,1.01
POMK,0.00015082,0.000151851,1.01
MAP7,7.38E-05,7.43E-05,1.01
ZBTB7B,9.69E-05,9.75E-05,1.01
CCT2,0.000537165,0.000540834,1.01
SIAH1A,1.90E-05,1.91E-05,1.01
NDRG1,0.000255127,0.000256866,1.01
TMCO1,9.82E-05,9.89E-05,1.01
PYCRL,8.54E-05,8.60E-05,1.01
TUBGCP4,0.00019241,0.000193717,1.01
PSMC5,0.000480405,0.000483655,1.01
NUDCD2,0.000131267,0.000132155,1.01
ATG2A,5.35E-05,5.39E-05,1.01
RBBP7,0.000396672,0.000399353,1.01
SMC2,0.000160877,0.000161964,1.01
PPP4R2,0.000172705,0.000173861,1.01
ATP13A1,3.34E-05,3.36E-05,1.01
CCDC25,5.16E-05,5.19E-05,1.01
USP37,0.000220382,0.000221844,1.01
UGDH,9.82E-05,9.88E-05,1.01
AAR2,0.001318422,0.001327134,1.01
ATP2B3,7.44E-05,7.49E-05,1.01
DERL2,9.94E-05,0.000100079,1.01
HNRNPAB,0.000249673,0.000251319,1.01
SPDL1,0.000498866,0.000502134,1.01
UBTF,0.000200445,0.000201757,1.01
PIAS4,0.000182068,0.000183254,1.01
MMGT1,0.000258195,0.000259877,1.01
CPEB4,1.92E-05,1.93E-05,1.01
PSIP1,0.00014503,0.000145974,1.01
OGT,0.000291189,0.000293081,1.01
EIF2AK2,0.000236415,0.000237948,1.01
RCC1,0.000222186,0.000223625,1.01
GATAD2A,0.000142948,0.000143872,1.01
PCGF1,0.000257429,0.000259091,1.01
CIAO1,0.000196792,0.000198056,1.01
EXTL3,3.86E-05,3.88E-05,1.01
MTERF4,2.72E-05,2.74E-05,1.01
EDEM2,8.34E-05,8.39E-05,1.01
BIRC3,0.000189561,0.000190771,1.01
YIPF5,0.00010623,0.000106908,1.01
MED27,0.000103864,0.000104526,1.01
CCT6A,0.000466642,0.000469617,1.01
CUL3,0.002434287,0.002449758,1.01
TOPORS,0.00012524,0.000126035,1.01
POLD1,0.000263818,0.000265492,1.01
BCLAF1,0.000230079,0.000231539,1.01
GPBP1L1,0.000113819,0.000114537,1.01
FBXW11,0.000823736,0.000828913,1.01
CNOT6,6.32E-05,6.36E-05,1.01
MED30,0.000103254,0.000103901,1.01
KLHL3,2.91E-05,2.93E-05,1.01
OCIAD1,0.000201282,0.000202536,1.01
SMS,0.00012333,0.000124099,1.01
SON,0.000180555,0.00018168,1.01
THUMPD3,0.000139776,0.000140646,1.01
SRPK1,0.000438,0.000440722,1.01
FOXK2,0.000293654,0.000295467,1.01
MIF,0.000170362,0.000171413,1.01
MLX,6.66E-05,6.70E-05,1.01
HDHD2,4.64E-05,4.67E-05,1.01
PCBP2,0.000267205,0.000268847,1.01
FAM120A,0.000130054,0.000130853,1.01
GTF2H5,5.85E-05,5.89E-05,1.01
ELP6,8.86E-05,8.91E-05,1.01
MRPL21,0.00012312,0.000123873,1.01
PSMD14,0.000263792,0.000265406,1.01
DCTN4,0.00010489,0.000105528,1.01
ITGA4,0.001040005,0.001046333,1.01
TUFM,0.000412356,0.000414864,1.01
USP4,0.00023345,0.000234867,1.01
C1GALT1C1,3.94E-05,3.97E-05,1.01
MOGS,0.000183844,0.00018495,1.01
TUBG1,0.000453366,0.000456073,1.01
USP32,8.74E-05,8.79E-05,1.01
HNRNPC,0.000397587,0.000399956,1.01
ASNS,0.000233087,0.000234471,1.01
OGFR,5.98E-05,6.02E-05,1.01
TDP1,4.07E-05,4.10E-05,1.01
ICT1,0.000616492,0.000620099,1.01
NRD1,0.000180661,0.000181718,1.01
CAMSAP1,5.14E-05,5.17E-05,1.01
PLEKHO1,0.000120378,0.000121082,1.01
SIK1,6.94E-05,6.98E-05,1.01
RAB6A,0.00011636,0.000117037,1.01
TUBB6,0.000176736,0.000177749,1.01
UBR2,0.000136139,0.000136919,1.01
TBK1,0.00026805,0.000269581,1.01
NUP98,0.000194939,0.000196044,1.01
KBTBD4,5.88E-05,5.92E-05,1.01
PTGES2,4.89E-05,4.92E-05,1.01
PCID2,8.92E-05,8.97E-05,1.01
THOC6,0.00012023,0.000120908,1.01
NFATC1,0.000345608,0.000347552,1.01
CHORDC1,0.00018837,0.000189428,1.01
FDX1L,2.37E-05,2.38E-05,1.01
L3MBTL2,0.000204633,0.000205777,1.01
ABCE1,0.000556569,0.000559676,1.01
PCBP1,0.000917761,0.000922878,1.01
DHRS7B,4.96E-05,4.99E-05,1.01
POLR3C,0.000101082,0.000101643,1.01
SBDS,0.00016408,0.000164988,1.01
UBN1,7.78E-05,7.82E-05,1.01
PHF8,0.00015095,0.000151782,1.01
GOLGA1,4.72E-05,4.75E-05,1.01
SSSCA1,0.000341249,0.000343122,1.01
EXOSC7,0.000116402,0.00011704,1.01
SNRNP35,4.58E-05,4.61E-05,1.01
GORASP2,0.000263498,0.000264927,1.01
RASA2,2.64E-05,2.66E-05,1.01
CPSF4,7.37E-05,7.41E-05,1.01
FN1,0.001459143,0.001467028,1.01
UGCG,3.38E-05,3.39E-05,1.01
SF3B1,0.000454824,0.000457274,1.01
SCO2,0.000118425,0.000119063,1.01
GTPBP10,5.43E-05,5.46E-05,1.01
ZBTB33,9.15E-05,9.20E-05,1.01
ATP2B1,0.000106506,0.000107067,1.01
INO80D,5.23E-05,5.26E-05,1.01
CELF1,7.44E-05,7.48E-05,1.01
RPAP2,0.000174645,0.000175562,1.01
STAT6,0.000164751,0.000165614,1.01
GAPVD1,0.000128145,0.000128815,1.01
NOP10,6.64E-05,6.67E-05,1.01
UBE2E2,0.000124073,0.000124721,1.01
IFRD1,4.01E-05,4.03E-05,1.01
UBE2B,0.000176093,0.000177008,1.01
TNRC6C,8.04E-05,8.08E-05,1.01
CCNT1,0.000167143,0.000168009,1.01
SLC35A1,4.98E-05,5.01E-05,1.01
FAM84B,3.91E-05,3.93E-05,1.01
PSMB1,0.00030646,0.000308046,1.01
HNRNPM,0.000584449,0.000587469,1.01
RTCB,0.000241159,0.000242404,1.01
FTO,6.28E-05,6.31E-05,1.01
AUP1,0.000138407,0.000139119,1.01
SLAIN2,0.000126059,0.000126706,1.01
ATXN7L3,8.10E-05,8.14E-05,1.01
TTC37,7.37E-05,7.40E-05,1.01
MED7,0.00013815,0.000138856,1.01
SNRPG,0.000293976,0.000295475,1.01
HGS,0.000416915,0.000419036,1.01
CCNL1,3.70E-05,3.72E-05,1.01
CASC3,9.47E-05,9.52E-05,1.01
CANX,0.000469844,0.000472225,1.01
BET1L,4.14E-05,4.16E-05,1.01
MYC,0.003799907,0.003819098,1.01
DHX15,0.000482362,0.000484793,1.01
PPIE,0.00045935,0.000461657,1.01
AFTPH,4.08E-05,4.10E-05,1.01
PHC2,0.000154196,0.000154969,1.01
SAR1A,0.000179889,0.000180784,1.00
KRAS,0.001284524,0.001290856,1.00
ATRIP,8.35E-05,8.39E-05,1.00
ARGLU1,9.25E-05,9.29E-05,1.00
UBA6,0.000193847,0.000194795,1.00
ALG14,1.82E-05,1.82E-05,1.00
PDCL3,7.07E-05,7.11E-05,1.00
MAEA,8.64E-05,8.68E-05,1.00
IKZF3,0.000225628,0.000226726,1.00
TUBB4B,0.00033943,0.000341073,1.00
BAG6,0.000555055,0.000557739,1.00
RNF19B,0.000125229,0.000125835,1.00
MAST3,0.000175327,0.000176173,1.00
PARP1,0.000597765,0.000600646,1.00
POFUT2,1.26E-05,1.26E-05,1.00
FBXL18,7.23E-05,7.27E-05,1.00
RBM26,9.57E-05,9.61E-05,1.00
HSPA4,0.000681065,0.000684318,1.00
MCRS1,0.000150507,0.000151226,1.00
SYVN1,0.000192909,0.000193826,1.00
PRPF4,0.000321469,0.000322995,1.00
UBE2R2,0.000100209,0.000100684,1.00
THOC5,0.000148611,0.000149313,1.00
ARIH2,0.000185063,0.000185936,1.00
ENPP1,3.09E-05,3.10E-05,1.00
ACP2,6.76E-05,6.79E-05,1.00
LRRC57,3.22E-05,3.24E-05,1.00
SYPL1,3.20E-05,3.22E-05,1.00
ZBTB7A,8.74E-05,8.78E-05,1.00
RBBP6,0.000168926,0.000169703,1.00
CCZ1,4.12E-05,4.14E-05,1.00
EXOSC8,0.00016761,0.00016838,1.00
PCGF5,9.55E-05,9.59E-05,1.00
RBM8A,0.000284616,0.000285918,1.00
DNAJA3,0.000162085,0.000162827,1.00
CHMP2A,0.000160835,0.000161567,1.00
RMDN3,8.66E-05,8.70E-05,1.00
RBM39,0.000363223,0.000364841,1.00
TRAK2,7.46E-05,7.49E-05,1.00
MCM2,0.001869639,0.001877921,1.00
CDK9,0.001091816,0.001096648,1.00
SUZ12,0.001090981,0.001095789,1.00
UPF2,0.000208102,0.000209016,1.00
MARK3,0.000122398,0.000122932,1.00
CALR,0.000282495,0.000283727,1.00
NEK4,4.20E-05,4.22E-05,1.00
ARFGAP2,0.000140358,0.000140963,1.00
COMT,8.61E-05,8.65E-05,1.00
TNFRSF25,2.59E-05,2.60E-05,1.00
COPB2,0.000181134,0.00018191,1.00
PEPD,0.000133335,0.000133906,1.00
HSD17B7,4.25E-05,4.27E-05,1.00
SLC25A17,5.45E-05,5.48E-05,1.00
PEX16,2.29E-05,2.30E-05,1.00
DHX9,0.000548549,0.000550886,1.00
IFT140,4.15E-05,4.17E-05,1.00
YIPF4,4.67E-05,4.69E-05,1.00
MLXIP,3.14E-05,3.15E-05,1.00
MARS2,3.29E-05,3.31E-05,1.00
SRSF3,0.000335464,0.000336882,1.00
WARS,0.000193423,0.000194239,1.00
ARL5A,0.000106666,0.00010711,1.00
PPP2R2D,0.000182225,0.000182982,1.00
SF3B6,0.000205962,0.000206818,1.00
VPS16,0.000134035,0.00013459,1.00
EDC4,0.000151292,0.000151916,1.00
HIBADH,4.15E-05,4.17E-05,1.00
ATP2C1,4.38E-05,4.40E-05,1.00
RNF20,0.000199618,0.000200433,1.00
MORF4L1,0.000258254,0.000259306,1.00
DVL3,0.000157711,0.000158354,1.00
TUBB2B,0.000157588,0.000158228,1.00
SNRNP200,0.000380599,0.000382142,1.00
VPRBP,0.000221916,0.000222816,1.00
CENPV,6.95E-05,6.98E-05,1.00
PIGW,3.03E-05,3.04E-05,1.00
CDC34,0.00070682,0.000709664,1.00
PAF1,0.000200856,0.000201663,1.00
POLD2,8.01E-05,8.05E-05,1.00
MKNK1,9.37E-05,9.41E-05,1.00
PRKCSH,0.000160793,0.000161428,1.00
PNKD,0.000258787,0.000259805,1.00
SPATA2,9.62E-05,9.66E-05,1.00
PGAM5,0.000160296,0.000160913,1.00
NCAPH,0.000119293,0.000119752,1.00
SFMBT1,5.61E-05,5.63E-05,1.00
RBM25,0.000191278,0.000192003,1.00
ATP6V0D1,0.000265211,0.000266217,1.00
CDC5L,0.001261715,0.001266492,1.00
SIRT1,0.000445618,0.000447305,1.00
WDR4,0.000151942,0.000152511,1.00
LSM1,0.000111313,0.00011173,1.00
PSMA4,0.000279805,0.000280829,1.00
SUV39H1,0.000287732,0.000288777,1.00
SAMD4B,4.65E-05,4.66E-05,1.00
EMC6,4.04E-05,4.05E-05,1.00
SPOP,0.000191038,0.000191724,1.00
BID,0.000139519,0.000140017,1.00
TMPO,0.000731618,0.000734225,1.00
TRMT1,0.000141796,0.000142299,1.00
BTF3L4,7.94E-05,7.97E-05,1.00
DDX39A,0.000160571,0.000161134,1.00
ZEB1,8.68E-05,8.71E-05,1.00
PPM1G,0.000298328,0.000299368,1.00
GOLIM4,8.54E-05,8.57E-05,1.00
TOMM40,0.000292443,0.000293456,1.00
SMARCB1,0.000372996,0.000374286,1.00
METTL17,7.31E-05,7.33E-05,1.00
PFKP,0.000216166,0.00021691,1.00
RBBP4,0.000470304,0.00047192,1.00
BCL2L1,0.000329581,0.000330713,1.00
TIMM13,0.000178151,0.000178761,1.00
R3HCC1L,3.12E-05,3.13E-05,1.00
MMS19,0.000441393,0.000442881,1.00
TSEN2,8.77E-05,8.80E-05,1.00
ERC2,6.02E-05,6.04E-05,1.00
HNRNPA0,0.000252356,0.000253195,1.00
DCUN1D1,0.000441529,0.000442997,1.00
RANBP2,0.000322235,0.000323292,1.00
FOS,0.000290468,0.00029142,1.00
GSR,0.000101476,0.000101809,1.00
HUWE1,0.001102165,0.001105746,1.00
COPZ1,0.00012531,0.000125717,1.00
EIF2AK4,5.96E-05,5.98E-05,1.00
SLX4IP,4.98E-05,5.00E-05,1.00
CSNK2A2,0.000440062,0.000441474,1.00
NR2C1,6.84E-05,6.86E-05,1.00
FUBP3,0.000145453,0.000145916,1.00
CLINT1,0.000204125,0.000204771,1.00
SLC35C2,1.09E-05,1.09E-05,1.00
USPL1,5.65E-05,5.67E-05,1.00
PRPS1L1,3.58E-05,3.59E-05,1.00
JPH1,5.62E-05,5.64E-05,1.00
RABGGTB,0.000151378,0.000151853,1.00
BAP1,0.000197815,0.000198429,1.00
NUP133,0.00013388,0.000134295,1.00
YAF2,0.000277691,0.000278544,1.00
NCBP1,0.000325792,0.000326789,1.00
INTS9,9.97E-05,0.000100016,1.00
RANBP3,0.00012184,0.000122206,1.00
FBXO7,0.000928031,0.000930809,1.00
JUN,0.000471186,0.000472592,1.00
DDX1,0.00034833,0.000349368,1.00
VCAM1,0.00093451,0.000937288,1.00
PI4KB,5.85E-05,5.87E-05,1.00
ANAPC1,0.000134655,0.000135052,1.00
PSMB4,0.000236732,0.000237429,1.00
SRSF7,0.000327203,0.000328164,1.00
APLF,7.76E-05,7.78E-05,1.00
SHMT2,0.000847579,0.000850064,1.00
DDX23,0.000194727,0.000195294,1.00
TUBB2A,0.000296512,0.000297373,1.00
BRAT1,4.92E-05,4.93E-05,1.00
DGCR6,8.01E-05,8.03E-05,1.00
PI4K2A,5.13E-05,5.15E-05,1.00
NUP93,0.0001683,0.000168782,1.00
SMARCA1,9.57E-05,9.59E-05,1.00
PUF60,0.000319995,0.000320902,1.00
TOMM22,0.000205122,0.000205703,1.00
LRRC14,3.23E-05,3.24E-05,1.00
FRG1,4.75E-05,4.76E-05,1.00
ANAPC2,9.06E-05,9.09E-05,1.00
UBE2K,0.000172991,0.00017348,1.00
AAGAB,8.17E-05,8.20E-05,1.00
SRSF5,0.000290567,0.000291378,1.00
PSMD7,0.000272043,0.000272799,1.00
EED,0.003168892,0.003177677,1.00
TNRC6A,0.000206018,0.000206587,1.00
SEC62,4.50E-05,4.51E-05,1.00
SEC24A,0.000212654,0.000213234,1.00
ARIH1,0.000412254,0.000413377,1.00
WASF1,0.000117343,0.000117661,1.00
CSNK2B,0.000508035,0.000509409,1.00
ZFP36L2,0.000390398,0.000391452,1.00
JAGN1,2.77E-05,2.78E-05,1.00
CPEB2,6.37E-05,6.39E-05,1.00
RTEL1,8.27E-05,8.29E-05,1.00
CLN8,6.75E-05,6.77E-05,1.00
MATR3,0.000448885,0.000450078,1.00
TSEN54,4.04E-05,4.05E-05,1.00
CISD3,0.000207847,0.000208396,1.00
URM1,6.13E-05,6.14E-05,1.00
B3GAT3,6.40E-05,6.41E-05,1.00
ATXN1,0.000444477,0.000445635,1.00
FBXW4,0.000124121,0.000124445,1.00
IGHMBP2,6.85E-05,6.87E-05,1.00
MTOR,0.000392427,0.000393432,1.00
CNOT1,0.00024645,0.000247073,1.00
ARHGAP44,5.51E-05,5.52E-05,1.00
MAP2,0.000109296,0.000109572,1.00
YIPF1,2.50E-05,2.51E-05,1.00
TMEM206,0.000232229,0.000232809,1.00
PRPF19,0.000431619,0.000432692,1.00
WWOX,0.00096704,0.000969441,1.00
COPA,0.00026788,0.000268545,1.00
MAPK11,7.29E-05,7.31E-05,1.00
STAM2,0.00013604,0.000136375,1.00
PHGDH,0.000329603,0.000330403,1.00
TNKS,0.000102631,0.000102875,1.00
HMOX1,6.12E-05,6.14E-05,1.00
DDX6,0.00022555,0.000226083,1.00
NUP50,0.000232866,0.000233416,1.00
PSMA2,0.000318723,0.000319469,1.00
LRP6,6.26E-05,6.28E-05,1.00
SSBP1,0.000238369,0.000238914,1.00
RAE1,0.000306644,0.000307343,1.00
GGA3,0.000107413,0.000107656,1.00
MED1,0.000231864,0.000232388,1.00
COQ10B,3.38E-05,3.39E-05,1.00
PHB2,0.000377793,0.000378639,1.00
UBE2T,6.84E-05,6.86E-05,1.00
IP6K1,3.69E-05,3.70E-05,1.00
ZC3HC1,7.42E-05,7.44E-05,1.00
MORF4L2,0.00020948,0.000209939,1.00
MED18,0.000105462,0.000105693,1.00
PITRM1,0.000144985,0.000145299,1.00
NF1,0.00016796,0.000168319,1.00
PCF11,0.000113655,0.000113893,1.00
MED26,0.0001904,0.000190798,1.00
SF3B2,0.000353224,0.000353958,1.00
CAMK2D,0.000205151,0.000205576,1.00
RASSF1,0.000169658,0.000170008,1.00
RNPS1,0.00041474,0.000415582,1.00
CHD7,8.56E-05,8.57E-05,1.00
SIGMAR1,3.30E-05,3.30E-05,1.00
PARD6B,0.000146426,0.000146716,1.00
RER1,7.23E-05,7.24E-05,1.00
MTPAP,6.99E-05,7.00E-05,1.00
HDAC4,0.000664257,0.00066555,1.00
USP11,0.000308563,0.000309161,1.00
SET,0.000347448,0.00034812,1.00
LUC7L2,0.000408891,0.00040968,1.00
SUMO1,0.00027575,0.000276281,1.00
CDC37,0.000477938,0.000478857,1.00
RNF214,3.33E-05,3.33E-05,1.00
ACTR6,4.58E-05,4.59E-05,1.00
HDAC5,0.000733756,0.000735162,1.00
MAPKAP1,0.000155811,0.000156106,1.00
MCMBP,0.000122964,0.000123197,1.00
BRD1,0.000108772,0.000108976,1.00
DERL1,0.000279934,0.000280451,1.00
ZC3H11A,0.000116163,0.000116377,1.00
COIL,0.000180351,0.000180682,1.00
HIST2H2BE,0.000422893,0.000423668,1.00
COPS2,0.000279756,0.000280267,1.00
PTRH2,8.49E-05,8.50E-05,1.00
CSE1L,0.00030268,0.000303222,1.00
ZNF638,0.000198219,0.000198573,1.00
SCAF8,6.86E-05,6.87E-05,1.00
BTRC,0.000727449,0.000728725,1.00
EIF4EBP1,0.0001029,0.00010308,1.00
TRIM25,0.00441944,0.004427123,1.00
ALKBH3,0.000116127,0.000116328,1.00
CEP57,0.000208694,0.000209054,1.00
TP53,0.001955181,0.001958497,1.00
CDK11B,0.000123244,0.000123452,1.00
RASL2-9,4.67E-05,4.68E-05,1.00
HMBOX1,0.000110907,0.000111092,1.00
USP20,0.000119388,0.000119585,1.00
MIS12,4.48E-05,4.49E-05,1.00
TOX4,0.000100737,0.000100901,1.00
ATP6V1B2,0.000260651,0.000261072,1.00
VTA1,9.26E-05,9.27E-05,1.00
TMED3,4.91E-05,4.91E-05,1.00
TCEB3,0.000108151,0.000108323,1.00
PNPT1,0.000114251,0.00011443,1.00
KSR1,0.000188508,0.000188802,1.00
TXNRD2,4.60E-05,4.61E-05,1.00
CDK1,0.000488238,0.000488996,1.00
BZW2,0.000161063,0.000161313,1.00
RNF146,0.000128843,0.00012904,1.00
TMED8,2.83E-05,2.84E-05,1.00
PMS1,0.000143891,0.00014411,1.00
UNK,0.0007285,0.000729606,1.00
DHX57,9.91E-05,9.93E-05,1.00
IRAK1,0.000252267,0.000252649,1.00
VPS37C,7.31E-05,7.32E-05,1.00
GEMIN2,0.000137065,0.000137272,1.00
DENND2D,7.05E-05,7.06E-05,1.00
F8A1,2.14E-05,2.14E-05,1.00
ULK1,0.000110811,0.000110975,1.00
PTPMT1,0.000176097,0.000176357,1.00
NDST1,3.35E-05,3.35E-05,1.00
KPNA4,0.000208921,0.000209225,1.00
HS2ST1,6.45E-05,6.46E-05,1.00
TAMM41,5.42E-05,5.43E-05,1.00
CCDC85B,0.000167685,0.000167924,1.00
MYO5A,0.000141306,0.000141506,1.00
MVP,0.000176976,0.000177224,1.00
ZNF574,0.000141083,0.00014128,1.00
UBL7,0.000124057,0.000124229,1.00
LSM14A,6.93E-05,6.94E-05,1.00
SNX1,0.000158054,0.000158267,1.00
SIRT5,6.28E-05,6.29E-05,1.00
ADAR,0.000134266,0.00013444,1.00
STAT5A,0.000175647,0.000175873,1.00
CTCF,0.000163748,0.000163957,1.00
IBTK,0.000152119,0.000152309,1.00
FOXJ3,5.60E-05,5.61E-05,1.00
ZMPSTE24,9.55E-05,9.56E-05,1.00
TAF2,0.000195812,0.000196051,1.00
PRKRA,0.000119074,0.000119219,1.00
SCNM1,9.21E-05,9.22E-05,1.00
GOT1,0.000171621,0.000171829,1.00
AP4E1,4.99E-05,4.99E-05,1.00
SNX5,0.000128384,0.000128537,1.00
SIRT6,0.00035086,0.000351278,1.00
CDC37L1,8.46E-05,8.47E-05,1.00
ARCN1,0.000132274,0.000132429,1.00
DCAF7,0.000344839,0.000345241,1.00
TAB2,0.000168173,0.000168369,1.00
GTF3C1,0.000162178,0.000162366,1.00
RABGAP1L,0.00013989,0.000140051,1.00
PLRG1,0.000174844,0.000175042,1.00
CTAGE5,0.000105391,0.00010551,1.00
SMG8,7.46E-05,7.46E-05,1.00
SNRPB,0.000253142,0.000253424,1.00
HSF1,0.000259962,0.000260251,1.00
TROVE2,9.72E-05,9.73E-05,1.00
POLR2D,0.000131304,0.000131446,1.00
STIP1,0.00041619,0.000416636,1.00
DDX17,0.000371149,0.000371541,1.00
RNF185,0.000150475,0.000150632,1.00
BIN3,5.91E-05,5.91E-05,1.00
CAPN15,2.55E-05,2.55E-05,1.00
GTF2H3,5.33E-05,5.33E-05,1.00
DCP1A,0.000117064,0.000117183,1.00
SNAPC5,5.24E-05,5.25E-05,1.00
ACOT8,3.73E-05,3.74E-05,1.00
TICAM1,9.23E-05,9.23E-05,1.00
NRIP1,8.25E-05,8.26E-05,1.00
FIP1L1,0.000177176,0.00017734,1.00
TRIM14,0.000758238,0.000758937,1.00
DCAF8,0.000130177,0.000130297,1.00
NAPA,0.000141881,0.000142011,1.00
DLD,0.00089063,0.000891444,1.00
INTS2,8.45E-05,8.46E-05,1.00
SENP1,0.000111243,0.000111343,1.00
SLC25A1,0.00026031,0.000260541,1.00
PHB,0.000364809,0.000365132,1.00
DCAF15,5.39E-05,5.39E-05,1.00
GLS,0.00012377,0.000123875,1.00
GDAP2,2.10E-05,2.10E-05,1.00
BAHD1,5.41E-05,5.41E-05,1.00
PHF5A,0.000132566,0.000132673,1.00
SEH1L,0.000186846,0.000186996,1.00
COPE,0.000320393,0.000320646,1.00
XRN2,0.000322219,0.000322474,1.00
CRTC1,3.37E-05,3.37E-05,1.00
TIAM1,0.000119683,0.000119776,1.00
RABL6,9.71E-05,9.72E-05,1.00
TXN,0.000324586,0.000324831,1.00
LUC7L,0.000277645,0.000277853,1.00
CTNNB1,0.001186557,0.001187427,1.00
IPO9,0.000195816,0.000195958,1.00
RUFY3,4.66E-05,4.66E-05,1.00
TECR,0.000165146,0.000165261,1.00
PPP6C,0.000330559,0.000330787,1.00
SMU1,0.000154015,0.00015412,1.00
GCC2,6.60E-05,6.60E-05,1.00
IPO13,5.08E-05,5.09E-05,1.00
GTF2H2,5.47E-05,5.48E-05,1.00
ACIN1,0.000258745,0.000258909,1.00
CDC16,0.000293197,0.00029338,1.00
LATS2,0.000328408,0.000328613,1.00
FBXO6,0.001341618,0.001342447,1.00
HUS1,0.000180262,0.000180369,1.00
UBE3C,0.000120326,0.000120397,1.00
ZNF146,4.31E-05,4.31E-05,1.00
RSBN1L,7.37E-05,7.38E-05,1.00
SREBF1,0.000127854,0.000127927,1.00
FRS2,4.86E-05,4.86E-05,1.00
GHITM,8.86E-05,8.87E-05,1.00
RBBP8,0.000123967,0.000124031,1.00
SF3B3,0.000406693,0.0004069,1.00
