namespace,name,def
biological_process,negative regulation of glucocorticoid receptor signaling pathway,"""Any process that stops, prevents or reduces the frequency, rate or extent of glucocorticoid receptor signaling pathway."" [GOC:BHF]"
molecular_function,nuclease activity,"""Catalysis of the hydrolysis of ester linkages within nucleic acids."" [ISBN:0198547684]"
cellular_component,microvillus,"""Thin cylindrical membrane-covered projections on the surface of an animal cell containing a core bundle of actin filaments. Present in especially large numbers on the absorptive surface of intestinal cells."" [ISBN:0815316194]"
biological_process,dendritic spine morphogenesis,"""The process in which the anatomical structures of a dendritic spine are generated and organized. A dendritic spine is a protrusion from a dendrite and a specialized subcellular compartment involved in synaptic transmission."" [GOC:dph]"
biological_process,DNA methylation on cytosine,"""The covalent transfer of a methyl group to C-5 or N-4 of cytosine in a DNA molecule."" [GOC:pf]"
biological_process,positive regulation of cellular respiration,"""Any process that activates or increases the frequency, rate or extent of cellular respiration."" [GOC:TermGenie, GOC:yaf, PMID:23150719]"
biological_process,cellular response to prostaglandin E stimulus,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a prostagladin E stimulus."" [GOC:mah]"
biological_process,positive regulation of MAPK cascade,"""Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the MAPK cascade."" [GOC:go_curators]"
biological_process,positive regulation of attachment of spindle microtubules to kinetochore,"""Any process that activates or increases the frequency, rate or extent of the attachment of spindle microtubules to the kinetochore."" [GOC:ai]"
biological_process,response to hypoxia,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating lowered oxygen tension. Hypoxia, defined as a decline in O2 levels below normoxic levels of 20.8 - 20.95%, results in metabolic adaptation at both the cellular and organismal level."" [GOC:hjd]"
biological_process,negative regulation of viral process,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a multi-organism process in which a virus is a participant."" [GOC:bf, GOC:jl]"
molecular_function,microtubule binding,"""Interacting selectively and non-covalently with microtubules, filaments composed of tubulin monomers."" [GOC:krc]"
biological_process,regulation of cellular ketone metabolic process by negative regulation of transcription from RNA polymerase II promoter,"""Any process that modulates the frequency, rate or extent of a cellular ketone metabolic process by stopping, preventing, or reducing the frequency, rate or extent of transcription from an RNA polymerase II promoter."" [GOC:BHF, GOC:mah]"
biological_process,vasculogenesis,"""The differentiation of endothelial cells from progenitor cells during blood vessel development, and the de novo formation of blood vessels and tubes."" [PMID:8999798]"
cellular_component,nuclear pericentric heterochromatin,"""Nuclear heterochromatin that is located adjacent to the CENP-A rich centromere 'central core' and characterized by the modified histone H3K9me3."" [GOC:mah, PMID:20206496, PMID:22729156, PMID:9413993]"
cellular_component,extrinsic component of membrane,"""The component of a membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region."" [GOC:dos, GOC:jl, GOC:mah]"
biological_process,"base-excision repair, AP site formation","""The formation of an AP site, a deoxyribose sugar with a missing base, by DNA glycosylase which recognizes an altered base in DNA and catalyzes its hydrolytic removal. This sugar phosphate is the substrate recognized by the AP endonuclease, which cuts the DNA phosphodiester backbone at the 5' side of the altered site to leave a gap which is subsequently repaired."" [ISBN:0815316194]"
biological_process,histone H4-K20 methylation,"""The modification of histone H4 by addition of one or more methyl groups to lysine at position 20 of the histone."" [GOC:mah]"
biological_process,inner cell mass cell fate commitment,"""The cell fate commitment of precursor cells that will become inner cell mass cells."" [GOC:dph, ISBN:0124020607, ISBN:0198542771]"
biological_process,regulation of transcription from RNA polymerase II promoter involved in forebrain neuron fate commitment,"""Any process that modulates the frequency, rate or extent of transcription from an RNA polymerase II promoter that contributes to the commitment of a neuroblast to a neuronal fate. The neuron will reside in the forebrain."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, GOC:mtg_15jun06, PMID:16226447]"
molecular_function,endodeoxyribonuclease activity,"""Catalysis of the hydrolysis of ester linkages within deoxyribonucleic acid by creating internal breaks."" [GOC:mah, ISBN:0198547684]"
biological_process,secretory granule organization,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a secretory granule. A secretory granule is a small subcellular vesicle, surrounded by a membrane, that is formed from the Golgi apparatus and contains a highly concentrated protein destined for secretion."" [GOC:mah]"
cellular_component,RSC-type complex,"""A SWI/SNF-type complex that contains a bromodomain containing-protein, such as yeast Rsc1 or Rsc4 or mammalian PB1/BAF180. The RSC complex is generally recruited to RNA polymerase III promoters and is specifically recruited to RNA polymerase II promoters by transcriptional activators and repressors; it is also involved in non-homologous end joining"" [GOC:bhm, PMID:11937489, PMID:12672490, PMID:15870268, PMID:19355820, PMID:8980231]"
biological_process,embryonic placenta morphogenesis,"""The process in which the embryonic placenta is generated and organized."" [GOC:dph]"
biological_process,cellular response to UV,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an ultraviolet radiation (UV light) stimulus. Ultraviolet radiation is electromagnetic radiation with a wavelength in the range of 10 to 380 nanometers."" [GOC:mah]"
molecular_function,androgen receptor binding,"""Interacting selectively and non-covalently with an androgen receptor."" [GOC:ai]"
biological_process,kidney development,"""The process whose specific outcome is the progression of the kidney over time, from its formation to the mature structure. The kidney is an organ that filters the blood and/or excretes the end products of body metabolism in the form of urine."" [GOC:dph, GOC:mtg_kidney_jan10, ISBN:0124020607, ISBN:0721662544]"
biological_process,positive regulation of microtubule nucleation,"""Any process that increases the rate, frequency or extent of microtubule nucleation. Microtubule nucleation is the 'de novo' formation of a microtubule, in which tubulin heterodimers form metastable oligomeric aggregates, some of which go on to support formation of a complete microtubule. Microtubule nucleation usually occurs from a specific site within a cell."" [GOC:dph, GOC:tb]"
